Serial Number,Location,Bedrooms,Bathrooms,price(USD),Property Type,owner_id,Start Date,End Date,property_id,max,no_of_occupiers,seeker_id
841,"Mohandessin, El Nil Street, Building 660, Floor 1",3,3,2200,Flat,425,3/1/2024,10/6/2024,425,3,0,empty
842,"Maadi, El Nil Street, Building 591, Floor 10",4,1,1500,Room,630,3/1/2024,9/8/2024,630,4,0,empty
843,"Maadi, El Nil Street, Building 539, Floor 11",2,3,1500,House,376,3/1/2024,5/30/2024,376,2,0,empty
844,"Mohandessin, El Nil Street, Building 639, Floor 13",2,2,2800,House,482,3/1/2024,6/18/2024,482,5,0,empty
845,"Heliopolis, Pyramids Street, Building 70, Floor 10",1,3,2000,Room,100,3/1/2024,12/17/2024,100,5,0,empty
846,"Zamalek, Nile Corniche, Building 677, Floor 7",3,3,2800,House,407,3/1/2024,12/29/2024,407,2,0,empty
847,"Heliopolis, El Nil Street, Building 612, Floor 3",2,3,2500,Room,733,3/1/2024,12/11/2024,733,1,0,empty
848,"Maadi, El Nil Street, Building 772, Floor 13",3,2,1800,House,182,3/1/2024,2/14/2025,182,3,0,empty
849,"Mohandessin, Pyramids Street, Building 456, Floor 3",3,2,1800,Room,298,3/1/2024,1/19/2025,298,4,0,empty
850,"Maadi, Sphinx Street, Building 931, Floor 6",2,3,2800,House,478,3/1/2024,10/27/2024,478,2,0,empty
851,"Dokki, Tahrir Street, Building 397, Floor 3",2,2,2800,Flat,157,3/1/2024,12/17/2024,157,4,0,empty
852,"Dokki, Sphinx Street, Building 980, Floor 9",1,2,2800,House,344,3/1/2024,1/12/2025,344,2,0,empty
853,"Zamalek, Tahrir Street, Building 366, Floor 3",3,1,2000,Room,530,3/1/2024,8/21/2024,530,2,0,empty
854,"Heliopolis, Tahrir Street, Building 376, Floor 10",2,2,1800,Room,308,3/1/2024,8/31/2024,308,5,0,empty
855,"Mohandessin, Nile Corniche, Building 108, Floor 2",1,1,3000,House,871,3/1/2024,6/12/2024,871,3,0,empty
856,"Dokki, Pyramids Street, Building 316, Floor 10",3,2,2800,Room,931,3/1/2024,8/7/2024,931,2,0,empty
857,"Mohandessin, Pyramids Street, Building 513, Floor 12",1,1,2200,Flat,930,3/1/2024,11/25/2024,930,5,0,empty
858,"Heliopolis, Nile Corniche, Building 998, Floor 4",3,2,2000,Room,483,3/1/2024,6/5/2024,483,1,0,empty
859,"Zamalek, Pyramids Street, Building 278, Floor 13",2,2,3000,Room,835,3/1/2024,7/16/2024,835,5,0,empty
860,"Dokki, Nile Corniche, Building 864, Floor 9",2,1,1800,House,292,3/1/2024,10/12/2024,292,5,0,empty
861,"Heliopolis, Nile Corniche, Building 680, Floor 6",3,1,1500,Room,651,3/1/2024,8/20/2024,651,4,0,empty
862,"Heliopolis, El Nil Street, Building 65, Floor 1",4,3,2200,Flat,681,3/1/2024,11/26/2024,681,2,0,empty
863,"Zamalek, El Nil Street, Building 442, Floor 9",4,2,2200,Flat,355,3/1/2024,8/20/2024,355,2,0,empty
864,"Mohandessin, El Nil Street, Building 948, Floor 6",3,3,1800,House,802,3/1/2024,8/17/2024,802,2,0,empty
865,"Zamalek, El Nil Street, Building 870, Floor 10",4,1,2000,House,985,3/1/2024,2/4/2025,985,4,0,empty
866,"Mohandessin, El Nil Street, Building 911, Floor 8",4,2,1800,Flat,363,3/1/2024,6/23/2024,363,3,0,empty
867,"Maadi, Sphinx Street, Building 983, Floor 13",4,1,1800,Room,919,3/1/2024,2/26/2025,919,1,0,empty
868,"Mohandessin, Pyramids Street, Building 850, Floor 9",2,1,2500,House,894,3/1/2024,2/6/2025,894,4,0,empty
869,"Mohandessin, Tahrir Street, Building 700, Floor 4",2,3,2000,House,303,3/1/2024,6/13/2024,303,2,0,empty
870,"Maadi, Tahrir Street, Building 57, Floor 2",4,3,2000,Room,829,3/1/2024,6/23/2024,829,2,0,empty
871,"Maadi, Tahrir Street, Building 194, Floor 10",1,3,2800,Room,700,3/1/2024,1/25/2025,700,1,0,empty
872,"Mohandessin, Sphinx Street, Building 973, Floor 4",3,3,2500,Flat,321,3/1/2024,10/5/2024,321,4,0,empty
873,"Dokki, Nile Corniche, Building 550, Floor 11",1,1,2200,Room,661,3/1/2024,12/8/2024,661,3,0,empty
874,"Dokki, Sphinx Street, Building 668, Floor 12",4,3,3000,Room,410,3/1/2024,9/16/2024,410,1,0,empty
875,"Dokki, Tahrir Street, Building 618, Floor 1",1,3,2500,Flat,774,3/1/2024,6/25/2024,774,5,0,empty
876,"Mohandessin, Sphinx Street, Building 940, Floor 5",4,1,3000,Flat,211,3/1/2024,9/27/2024,211,1,0,empty
877,"Heliopolis, Tahrir Street, Building 258, Floor 12",1,2,2800,Flat,849,3/1/2024,7/29/2024,849,3,0,empty
878,"Maadi, Pyramids Street, Building 717, Floor 11",2,1,2800,Room,295,3/1/2024,11/3/2024,295,5,0,empty
879,"Maadi, Tahrir Street, Building 421, Floor 7",4,2,3000,House,567,3/1/2024,10/10/2024,567,3,0,empty
880,"Dokki, Tahrir Street, Building 941, Floor 7",3,3,2800,House,484,3/1/2024,8/8/2024,484,4,0,empty
881,"Zamalek, Sphinx Street, Building 839, Floor 13",2,3,3000,Room,305,3/1/2024,11/23/2024,305,2,0,empty
882,"Maadi, Tahrir Street, Building 629, Floor 11",4,2,3000,Room,405,3/1/2024,10/29/2024,405,1,0,empty
883,"Zamalek, El Nil Street, Building 876, Floor 4",1,3,2500,Room,214,3/1/2024,8/13/2024,214,4,0,empty
884,"Zamalek, Sphinx Street, Building 426, Floor 10",4,1,3000,House,180,3/1/2024,7/11/2024,180,1,0,empty
885,"Zamalek, Sphinx Street, Building 478, Floor 13",2,1,2000,Flat,399,3/1/2024,2/1/2025,399,5,0,empty
886,"Maadi, Nile Corniche, Building 278, Floor 8",3,3,2200,Flat,108,3/1/2024,1/4/2025,108,2,0,empty
887,"Maadi, Sphinx Street, Building 980, Floor 2",1,3,2800,Flat,854,3/1/2024,7/23/2024,854,4,0,empty
888,"Zamalek, Tahrir Street, Building 722, Floor 13",3,3,2000,Flat,838,3/1/2024,1/4/2025,838,1,0,empty
889,"Heliopolis, Pyramids Street, Building 458, Floor 3",2,1,2500,Room,317,3/1/2024,10/28/2024,317,5,0,empty
890,"Zamalek, Sphinx Street, Building 520, Floor 9",2,3,3000,House,11,3/1/2024,6/13/2024,11,1,0,empty
891,"Maadi, Nile Corniche, Building 63, Floor 1",4,3,2000,Flat,201,3/1/2024,12/14/2024,201,1,0,empty
892,"Heliopolis, El Nil Street, Building 932, Floor 5",2,1,1500,Room,300,3/1/2024,2/18/2025,300,4,0,empty
893,"Mohandessin, Pyramids Street, Building 133, Floor 5",4,3,2800,Flat,486,3/1/2024,7/20/2024,486,5,0,empty
894,"Maadi, Nile Corniche, Building 728, Floor 2",1,3,2000,Room,458,3/1/2024,9/9/2024,458,1,0,empty
895,"Heliopolis, Tahrir Street, Building 97, Floor 2",1,3,1800,Flat,639,3/1/2024,10/11/2024,639,5,0,empty
896,"Heliopolis, Nile Corniche, Building 341, Floor 3",4,2,1800,Flat,603,3/1/2024,6/30/2024,603,4,0,empty
897,"Zamalek, El Nil Street, Building 642, Floor 13",2,2,2000,Flat,357,3/1/2024,11/30/2024,357,1,0,empty
898,"Maadi, El Nil Street, Building 753, Floor 6",4,1,2200,Room,98,3/1/2024,6/20/2024,98,3,0,empty
899,"Mohandessin, Sphinx Street, Building 935, Floor 4",3,2,2800,Room,45,3/1/2024,6/25/2024,45,2,0,empty
900,"Dokki, Nile Corniche, Building 955, Floor 8",4,1,2500,Flat,244,3/1/2024,8/29/2024,244,2,0,empty
901,"Heliopolis, Tahrir Street, Building 855, Floor 2",3,1,2500,Flat,86,3/1/2024,12/28/2024,86,1,0,empty
902,"Mohandessin, Nile Corniche, Building 993, Floor 4",1,1,1800,Room,163,3/1/2024,2/24/2025,163,1,0,empty
903,"Maadi, Tahrir Street, Building 352, Floor 10",1,1,2800,Flat,796,3/1/2024,6/11/2024,796,1,0,empty
904,"Dokki, Sphinx Street, Building 434, Floor 6",1,3,2200,Flat,346,3/1/2024,7/29/2024,346,5,0,empty
905,"Zamalek, Nile Corniche, Building 929, Floor 7",4,3,2500,Room,573,3/1/2024,8/25/2024,573,4,0,empty
906,"Maadi, Nile Corniche, Building 957, Floor 2",1,1,2000,Flat,911,3/1/2024,9/5/2024,911,3,0,empty
907,"Zamalek, Sphinx Street, Building 232, Floor 5",2,2,1500,Flat,136,3/1/2024,7/3/2024,136,1,0,empty
908,"Mohandessin, Nile Corniche, Building 93, Floor 5",2,3,2200,House,787,3/1/2024,1/7/2025,787,4,0,empty
909,"Dokki, Pyramids Street, Building 981, Floor 5",2,1,1500,Flat,588,3/1/2024,7/15/2024,588,4,0,empty
910,"Zamalek, Tahrir Street, Building 4, Floor 4",4,2,2800,House,782,3/1/2024,11/26/2024,782,5,0,empty
911,"Mohandessin, El Nil Street, Building 300, Floor 6",3,2,3000,House,702,3/1/2024,2/14/2025,702,3,0,empty
912,"Mohandessin, Tahrir Street, Building 58, Floor 9",3,3,3000,House,644,3/1/2024,6/14/2024,644,3,0,empty
913,"Mohandessin, Nile Corniche, Building 198, Floor 8",4,2,2800,Flat,371,3/1/2024,12/20/2024,371,5,0,empty
914,"Mohandessin, Pyramids Street, Building 762, Floor 2",2,2,2200,House,884,3/1/2024,8/29/2024,884,5,0,empty
915,"Heliopolis, Pyramids Street, Building 40, Floor 6",4,1,2000,House,761,3/1/2024,6/9/2024,761,4,0,empty
916,"Dokki, Tahrir Street, Building 473, Floor 9",3,1,2000,House,79,3/1/2024,8/14/2024,79,1,0,empty
917,"Mohandessin, Nile Corniche, Building 755, Floor 12",2,1,2200,House,240,3/1/2024,8/31/2024,240,4,0,empty
918,"Maadi, Tahrir Street, Building 382, Floor 8",4,2,1800,Flat,69,3/1/2024,9/2/2024,69,2,0,empty
919,"Dokki, Tahrir Street, Building 944, Floor 2",2,1,2000,Room,658,3/1/2024,9/10/2024,658,4,0,empty
920,"Mohandessin, Tahrir Street, Building 64, Floor 4",1,2,1500,Flat,855,3/1/2024,11/29/2024,855,5,0,empty
921,"Heliopolis, Pyramids Street, Building 330, Floor 10",2,3,2000,Room,75,3/1/2024,2/10/2025,75,3,0,empty
922,"Mohandessin, Pyramids Street, Building 697, Floor 3",3,2,2000,Room,64,3/1/2024,10/1/2024,64,4,0,empty
923,"Mohandessin, Tahrir Street, Building 263, Floor 4",1,3,1800,Room,915,3/1/2024,2/15/2025,915,1,0,empty
924,"Zamalek, Tahrir Street, Building 907, Floor 11",4,1,2000,House,621,3/1/2024,1/16/2025,621,3,0,empty
925,"Heliopolis, Sphinx Street, Building 107, Floor 8",1,1,2200,House,987,3/1/2024,10/18/2024,987,5,0,empty
926,"Heliopolis, Nile Corniche, Building 329, Floor 10",3,3,2800,House,552,3/1/2024,12/26/2024,552,5,0,empty
927,"Maadi, Sphinx Street, Building 233, Floor 2",2,1,2200,House,599,3/1/2024,6/6/2024,599,5,0,empty
928,"Mohandessin, El Nil Street, Building 736, Floor 3",4,2,1500,Flat,231,3/1/2024,2/6/2025,231,2,0,empty
929,"Zamalek, Sphinx Street, Building 3, Floor 3",1,2,3000,Flat,860,3/1/2024,2/26/2025,860,4,0,empty
930,"Zamalek, Sphinx Street, Building 869, Floor 9",3,1,1800,Flat,209,3/1/2024,8/7/2024,209,3,0,empty
931,"Heliopolis, Sphinx Street, Building 508, Floor 13",4,2,1800,House,880,3/1/2024,8/8/2024,880,2,0,empty
932,"Heliopolis, Nile Corniche, Building 294, Floor 12",4,3,2200,Room,190,3/1/2024,8/23/2024,190,1,0,empty
933,"Dokki, Nile Corniche, Building 987, Floor 9",4,1,2200,House,202,3/1/2024,8/15/2024,202,4,0,empty
934,"Heliopolis, Tahrir Street, Building 684, Floor 2",1,3,3000,Flat,904,3/1/2024,1/16/2025,904,3,0,empty
935,"Mohandessin, Sphinx Street, Building 522, Floor 3",1,3,2800,House,20,3/1/2024,12/24/2024,20,1,0,empty
936,"Maadi, El Nil Street, Building 80, Floor 1",4,1,2000,Room,566,3/1/2024,7/29/2024,566,1,0,empty
937,"Maadi, Sphinx Street, Building 869, Floor 9",4,2,2800,House,248,3/1/2024,8/14/2024,248,3,0,empty
938,"Mohandessin, Nile Corniche, Building 368, Floor 11",1,3,2500,Room,353,3/1/2024,11/15/2024,353,4,0,empty
939,"Dokki, Tahrir Street, Building 348, Floor 2",1,1,1500,Flat,549,3/1/2024,6/24/2024,549,3,0,empty
940,"Zamalek, Nile Corniche, Building 470, Floor 13",3,3,2500,House,990,3/1/2024,11/9/2024,990,3,0,empty
941,"Mohandessin, Sphinx Street, Building 740, Floor 10",1,2,3000,Flat,450,3/1/2024,9/8/2024,450,2,0,empty
942,"Dokki, Pyramids Street, Building 902, Floor 7",1,3,1800,Room,491,3/1/2024,12/13/2024,491,2,0,empty
943,"Mohandessin, Sphinx Street, Building 70, Floor 7",1,1,2000,Flat,373,3/1/2024,6/30/2024,373,1,0,empty
944,"Zamalek, Pyramids Street, Building 662, Floor 7",3,2,2000,Room,416,3/1/2024,12/1/2024,416,4,0,empty
945,"Mohandessin, Pyramids Street, Building 679, Floor 11",3,2,1800,Flat,241,3/1/2024,7/1/2024,241,5,0,empty
946,"Zamalek, El Nil Street, Building 34, Floor 4",2,1,1500,Flat,691,3/1/2024,2/24/2025,691,3,0,empty
947,"Zamalek, Tahrir Street, Building 329, Floor 6",3,1,2500,Flat,553,3/1/2024,1/26/2025,553,2,0,empty
948,"Heliopolis, Nile Corniche, Building 296, Floor 8",1,1,1500,Flat,442,3/1/2024,6/19/2024,442,2,0,empty
949,"Zamalek, El Nil Street, Building 324, Floor 9",2,2,2800,House,666,3/1/2024,2/3/2025,666,3,0,empty
950,"Dokki, Nile Corniche, Building 994, Floor 10",1,1,1800,House,583,3/1/2024,1/28/2025,583,2,0,empty
951,"Heliopolis, Tahrir Street, Building 545, Floor 5",2,3,3000,House,572,3/1/2024,8/15/2024,572,5,0,empty
952,"Heliopolis, Pyramids Street, Building 715, Floor 6",2,2,3000,Room,932,3/1/2024,8/1/2024,932,1,0,empty
953,"Mohandessin, El Nil Street, Building 994, Floor 3",3,1,2500,House,611,3/1/2024,6/11/2024,611,2,0,empty
954,"Dokki, Nile Corniche, Building 885, Floor 9",2,1,1500,House,818,3/1/2024,7/9/2024,818,2,0,empty
955,"Heliopolis, Pyramids Street, Building 512, Floor 10",3,2,1500,House,347,3/1/2024,12/30/2024,347,4,0,empty
956,"Dokki, Nile Corniche, Building 277, Floor 13",4,2,2200,House,928,3/1/2024,7/17/2024,928,1,0,empty
957,"Zamalek, Tahrir Street, Building 597, Floor 13",1,1,2800,Room,659,3/1/2024,1/18/2025,659,5,0,empty
958,"Heliopolis, El Nil Street, Building 464, Floor 1",4,2,2500,Flat,496,3/1/2024,9/21/2024,496,5,0,empty
959,"Maadi, Pyramids Street, Building 503, Floor 7",4,1,3000,Flat,953,3/1/2024,10/21/2024,953,3,0,empty
960,"Dokki, Nile Corniche, Building 216, Floor 12",4,2,2200,House,811,3/1/2024,7/25/2024,811,4,0,empty
961,"Heliopolis, Tahrir Street, Building 450, Floor 8",4,2,2200,House,124,3/1/2024,7/9/2024,124,3,0,empty
962,"Heliopolis, Pyramids Street, Building 944, Floor 9",1,3,2500,House,273,3/1/2024,11/2/2024,273,4,0,empty
963,"Mohandessin, El Nil Street, Building 845, Floor 10",4,2,2000,Flat,107,3/1/2024,2/10/2025,107,2,0,empty
964,"Mohandessin, Nile Corniche, Building 554, Floor 11",2,3,2800,Room,997,3/1/2024,11/16/2024,997,4,0,empty
965,"Dokki, Tahrir Street, Building 520, Floor 8",4,1,2000,Flat,438,3/1/2024,12/7/2024,438,2,0,empty
966,"Mohandessin, Sphinx Street, Building 597, Floor 8",3,2,1800,House,130,3/1/2024,12/28/2024,130,4,0,empty
967,"Mohandessin, Sphinx Street, Building 979, Floor 7",3,2,2000,Room,404,3/1/2024,7/15/2024,404,1,0,empty
968,"Dokki, Tahrir Street, Building 196, Floor 7",2,2,1800,Room,916,3/1/2024,10/14/2024,916,3,0,empty
969,"Maadi, Tahrir Street, Building 66, Floor 10",1,2,2200,House,898,3/1/2024,1/30/2025,898,1,0,empty
970,"Heliopolis, Nile Corniche, Building 934, Floor 13",4,2,2000,Flat,538,3/1/2024,6/28/2024,538,2,0,empty
971,"Heliopolis, Nile Corniche, Building 84, Floor 10",1,1,2200,Flat,476,3/1/2024,10/16/2024,476,1,0,empty
972,"Maadi, El Nil Street, Building 730, Floor 4",2,3,3000,Flat,216,3/1/2024,8/9/2024,216,3,0,empty
973,"Heliopolis, El Nil Street, Building 281, Floor 12",4,2,2200,Flat,440,3/1/2024,1/1/2025,440,1,0,empty
974,"Zamalek, El Nil Street, Building 704, Floor 4",4,1,3000,Flat,951,3/1/2024,8/15/2024,951,2,0,empty
975,"Maadi, Nile Corniche, Building 639, Floor 11",1,1,2500,House,406,3/1/2024,10/3/2024,406,1,0,empty
976,"Dokki, Sphinx Street, Building 25, Floor 9",3,3,2800,House,408,3/1/2024,7/6/2024,408,1,0,empty
977,"Maadi, Pyramids Street, Building 67, Floor 11",4,3,1800,Room,633,3/1/2024,10/6/2024,633,3,0,empty
978,"Maadi, Tahrir Street, Building 561, Floor 9",4,3,1500,Flat,434,3/1/2024,8/1/2024,434,2,0,empty
979,"Dokki, El Nil Street, Building 900, Floor 7",3,1,2500,Room,819,3/1/2024,7/14/2024,819,4,0,empty
980,"Heliopolis, Pyramids Street, Building 391, Floor 3",3,3,1500,Flat,724,3/1/2024,2/5/2025,724,4,0,empty
981,"Heliopolis, Sphinx Street, Building 246, Floor 3",3,3,1800,House,18,3/1/2024,9/18/2024,18,1,0,empty
982,"Heliopolis, El Nil Street, Building 252, Floor 10",2,2,2000,Flat,546,3/1/2024,1/27/2025,546,5,0,empty
983,"Maadi, Tahrir Street, Building 409, Floor 4",1,1,2000,Room,878,3/1/2024,11/5/2024,878,4,0,empty
984,"Zamalek, Pyramids Street, Building 898, Floor 6",4,3,2500,Room,278,3/1/2024,6/19/2024,278,4,0,empty
985,"Zamalek, Nile Corniche, Building 246, Floor 8",2,3,2500,Room,899,3/1/2024,10/21/2024,899,3,0,empty
986,"Zamalek, Tahrir Street, Building 740, Floor 13",3,2,2200,House,578,3/1/2024,1/16/2025,578,1,0,empty
987,"Mohandessin, Pyramids Street, Building 144, Floor 6",1,2,2200,Flat,551,3/1/2024,7/15/2024,551,4,0,empty
988,"Heliopolis, Pyramids Street, Building 193, Floor 13",1,3,2500,Room,372,3/1/2024,11/21/2024,372,3,0,empty
989,"Dokki, Tahrir Street, Building 557, Floor 2",3,3,2800,Flat,24,3/1/2024,10/24/2024,24,4,0,empty
990,"Heliopolis, Tahrir Street, Building 635, Floor 6",1,3,2200,Flat,602,3/1/2024,9/9/2024,602,1,0,empty
991,"Zamalek, Tahrir Street, Building 930, Floor 1",1,3,2800,Flat,213,3/1/2024,10/12/2024,213,2,0,empty
992,"Zamalek, Sphinx Street, Building 637, Floor 2",4,1,2200,Flat,895,3/1/2024,10/18/2024,895,2,0,empty
993,"Heliopolis, El Nil Street, Building 362, Floor 9",2,2,1800,Room,671,3/1/2024,8/1/2024,671,2,0,empty
994,"Mohandessin, Tahrir Street, Building 895, Floor 7",4,2,2500,House,779,3/1/2024,12/21/2024,779,5,0,empty
995,"Mohandessin, El Nil Street, Building 970, Floor 8",1,2,1500,Room,207,3/1/2024,10/20/2024,207,5,0,empty
996,"Zamalek, Nile Corniche, Building 270, Floor 3",2,2,1800,Room,249,3/1/2024,10/6/2024,249,2,0,empty
997,"Zamalek, Nile Corniche, Building 719, Floor 13",2,2,2800,House,462,3/1/2024,9/14/2024,462,1,0,empty
998,"Maadi, El Nil Street, Building 779, Floor 2",2,3,1800,House,435,3/1/2024,12/27/2024,435,3,0,empty
999,"Mohandessin, Nile Corniche, Building 526, Floor 1",3,1,2500,House,256,3/1/2024,11/28/2024,256,1,0,empty
1000,"Mohandessin, Tahrir Street, Building 661, Floor 4",2,2,1800,House,969,3/1/2024,2/1/2025,969,2,0,empty
